video_title,views,likes,comments,release_date_time,link
The Akune brothers: Siblings on opposite sides of war - Wendell Oshiro,,,,8 years ago,https://www.youtube.com/watch?v=de56W-F93nw
The scientific origins of the Minotaur - Matt Kaplan,,,,8 years ago,https://www.youtube.com/watch?v=2aoIs-5zqoI
Where did English come from? - Claire Bowern,,,,9 years ago,https://www.youtube.com/watch?v=YEaSxhcns7Y
Inside the minds of animals - Bryan B Rasmussen,,,,9 years ago,https://www.youtube.com/watch?v=BDJ8xyQjyhM
What is a calorie? - Emma Bryce,,,,9 years ago,https://www.youtube.com/watch?v=VEQaH4LruUo
Why tragedies are alluring - David E. Rivas,,,,9 years ago,https://www.youtube.com/watch?v=eVRU5MVYNiw
How do pregnancy tests work? - Tien Nguyen,,,,9 years ago,https://www.youtube.com/watch?v=aOfWTscU8YM
How to use a semicolon - Emma Bryce,,,,9 years ago,https://www.youtube.com/watch?v=th-zyfvwDdI
History vs. Genghis Khan - Alex Gendler,,,,9 years ago,https://www.youtube.com/watch?v=Eq-Wk3YqeH4
The incredible history of China's terracotta warriors - Megan Campisi and Pen-Pen Chen,,,,9 years ago,https://www.youtube.com/watch?v=mP5p4QbvPtc
Why do blood types matter? - Natalie S. Hodge,,,,9 years ago,https://www.youtube.com/watch?v=xfZhb6lmxjk
How to grow a bone - Nina Tandon,,,,9 years ago,https://www.youtube.com/watch?v=yJoQj5-TIvE
The benefits of a bilingual brain - Mia Nacamulli,,,,9 years ago,https://www.youtube.com/watch?v=MMmOLN5zBLY
How X-rays see through your skin - Ge Wang,,,,9 years ago,https://www.youtube.com/watch?v=gsV7SJDDCY4
How to make a mummy - Len Bloch,,,,9 years ago,https://www.youtube.com/watch?v=9gD0K7oH92U
Can you solve the famously difficult green-eyed logic puzzle? - Alex Gendler,,,,9 years ago,https://www.youtube.com/watch?v=98TQv5IAtY8
"Football physics: The ""impossible"" free kick - Erez Garty",,,,9 years ago,https://www.youtube.com/watch?v=m57cimnJ7fc
How plants tell time - Dasha Savage,,,,9 years ago,https://www.youtube.com/watch?v=3jIW5wW2WC0
How to detect a supernova - Samantha Kuula,,,,9 years ago,https://www.youtube.com/watch?v=xYxyTZG7APQ
How people rationalize fraud - Kelly Richmond Pope,,,,9 years ago,https://www.youtube.com/watch?v=Tb6QX9Yy1GM
The math behind Michael Jordan’s legendary hang time - Andy Peterson and Zack Patterson,,,,9 years ago,https://www.youtube.com/watch?v=sDbmcPnzwy4
What’s the big deal with gluten? - William D. Chey,,,,9 years ago,https://www.youtube.com/watch?v=uEM2iDT-VAk
The battle of the Greek tragedies - Melanie Sirof,,,,9 years ago,https://www.youtube.com/watch?v=BjLrMxO4cys
Will future spacecraft fit in our pockets? - Dhonam Pemba,,,,9 years ago,https://www.youtube.com/watch?v=Y7IsyjFROHE
How I responded to sexism in gaming with empathy - Lilian Chen,,,,9 years ago,https://www.youtube.com/watch?v=orOa-yRL4NI
How batteries work - Adam Jacobson,,,,9 years ago,https://www.youtube.com/watch?v=9OVtk6G2TnQ
Debunking the myths of OCD - Natascha M. Santos,,,,9 years ago,https://www.youtube.com/watch?v=DhlRgwdDc-E
"Mansa Musa, one of the wealthiest people who ever lived - Jessica Smith",,,,9 years ago,https://www.youtube.com/watch?v=O3YJMaL55TM
The complex geometry of Islamic design - Eric Broug,,,,9 years ago,https://www.youtube.com/watch?v=pg1NpMmPv48
Sunlight is way older than you think - Sten Odenwald,,,,9 years ago,https://www.youtube.com/watch?v=Z-UO-RZBQ3U
The wars that inspired Game of Thrones - Alex Gendler,,,,9 years ago,https://www.youtube.com/watch?v=VjO55pKuBo4
How in vitro fertilization (IVF) works - Nassim Assefi and Brian A. Levine,,,,9 years ago,https://www.youtube.com/watch?v=P27waC05Hdk
Why do your knuckles pop? - Eleanor Nelsen,,,,9 years ago,https://www.youtube.com/watch?v=IjiKUmfaZr4
What causes economic bubbles? - Prateek Singh,,,,9 years ago,https://www.youtube.com/watch?v=I5ZR0jMlxX0
What is leukemia? - Danilo Allegra and Dania Puggioni,,,,9 years ago,https://www.youtube.com/watch?v=Z3B-AaqjyjE
Why neutrinos matter - Sílvia Bravo Gallart,,,,9 years ago,https://www.youtube.com/watch?v=nkydJXigkRE
Could your brain repair itself? - Ralitsa Petrova,,,,9 years ago,https://www.youtube.com/watch?v=9D1AwQ0lTsg
How to unboil an egg - Eleanor Nelsen,,,,9 years ago,https://www.youtube.com/watch?v=CHMY4G9gTPA
What really happens to the plastic you throw away - Emma Bryce,,,,9 years ago,https://www.youtube.com/watch?v=_6xlNyWPpB8
Why is biodiversity so important? - Kim Preshoff,,,,9 years ago,https://www.youtube.com/watch?v=GK_vRtHJZu4
How to spot a counterfeit bill - Tien Nguyen,,,,9 years ago,https://www.youtube.com/watch?v=sLMc5OFnQRs
Announcing TED-Ed Español,,,,9 years ago,https://www.youtube.com/watch?v=e28XXiuKRtE
What's the difference between accuracy and precision? - Matt Anticole,,,,9 years ago,https://www.youtube.com/watch?v=hRAFPdDppzs
Why are manhole covers round? - Marc Chamberland,,,,9 years ago,https://www.youtube.com/watch?v=wDBb2_I-oC4
The science of static electricity - Anuradha Bhagwat,,,,9 years ago,https://www.youtube.com/watch?v=yc2-363MIQs
How brass instruments work - Al Cannon,,,,9 years ago,https://www.youtube.com/watch?v=IYHfiQ4R7Bs
Camera or eye: Which sees better? - Michael Mauser,,,,9 years ago,https://www.youtube.com/watch?v=OGqAM2Mykng
The effects of underwater pressure on the body - Neosha S Kashef,,,,9 years ago,https://www.youtube.com/watch?v=_cj8AtODiHc
What causes bad breath? - Mel Rosenberg,,,,9 years ago,https://www.youtube.com/watch?v=oZ13QfP2os8
How do geckos defy gravity? - Eleanor Nelsen,,,,9 years ago,https://www.youtube.com/watch?v=YeSuQm7KfaE
Earworms: Those songs that get stuck in your head - Elizabeth Hellmuth Margulis,,,,9 years ago,https://www.youtube.com/watch?v=3NE_OoO-N54
What did democracy really mean in Athens? - Melissa Schwartzberg,,,,9 years ago,https://www.youtube.com/watch?v=0fivQUlC7-8
Where did Earth’s water come from? - Zachary Metz,,,,9 years ago,https://www.youtube.com/watch?v=RwtO04EXgUE
Can robots be creative? - Gil Weinberg,,,,9 years ago,https://www.youtube.com/watch?v=Rh9vBczqMk0
Plato’s Allegory of the Cave - Alex Gendler,,,,9 years ago,https://www.youtube.com/watch?v=1RWOpQXTltA
Why it’s so hard to cure HIV/AIDS - Janet Iwasa,,,,9 years ago,https://www.youtube.com/watch?v=0TipTogQT3E
The real story behind Archimedes’ Eureka! - Armand D'Angour,,,,9 years ago,https://www.youtube.com/watch?v=0v86Yk14rf8
Learning from smallpox: How to eradicate a disease - Julie Garon and Walter A. Orenstein,,,,9 years ago,https://www.youtube.com/watch?v=oBSandHijDc
How brain parasites change their host's behavior - Jaap de Roode,,,,9 years ago,https://www.youtube.com/watch?v=g09BQes-B7E
Why sitting is bad for you - Murat Dalkilinç,,,,9 years ago,https://www.youtube.com/watch?v=wUEl8KrMz14
Rhythm in a box: The story of the cajon drum - Paul Jennings,,,,9 years ago,https://www.youtube.com/watch?v=iJRfx0o5648
How does the thyroid manage your metabolism? - Emma Bryce,,,,9 years ago,https://www.youtube.com/watch?v=iNrUpBwU3q0
The law of conservation of mass - Todd Ramsey,,,,9 years ago,https://www.youtube.com/watch?v=2S6e11NBwiw
Did Shakespeare write his plays? - Natalya St. Clair and Aaron Williams,,,,9 years ago,https://www.youtube.com/watch?v=K-aAUwAFZlQ
The last banana: A thought experiment in probability - Leonardo Barichello,,,,9 years ago,https://www.youtube.com/watch?v=Kgudt4PXs28
What does the pancreas do? - Emma Bryce,,,,9 years ago,https://www.youtube.com/watch?v=8dgoeYPoE-0
How we think complex cells evolved - Adam Jacobson,,,,9 years ago,https://www.youtube.com/watch?v=9i7kAt97XYU
History vs. Richard Nixon - Alex Gendler,,,,9 years ago,https://www.youtube.com/watch?v=MX_HYL6-0Co
The sonic boom problem - Katerina Kaouri,,,,9 years ago,https://www.youtube.com/watch?v=JO4_VHM69oI
How poachers became caretakers - John Kasaona,,,,9 years ago,https://www.youtube.com/watch?v=v2fEILZJKwg
How do your kidneys work? - Emma Bryce,,,,9 years ago,https://www.youtube.com/watch?v=FN3MFhYPWWo
Why do we have museums? - J. V. Maranto,,,,9 years ago,https://www.youtube.com/watch?v=MHo928fd2wE
Why are some people left-handed? - Daniel M. Abrams,,,,9 years ago,https://www.youtube.com/watch?v=TGLYcYCm2FM
"How do dogs ""see"" with their noses? - Alexandra Horowitz",,,,9 years ago,https://www.youtube.com/watch?v=p7fXa2Occ_U
How does your smartphone know your location? - Wilton L. Virgo,,,,9 years ago,https://www.youtube.com/watch?v=70cDSUI4XKE
Why Shakespeare loved iambic pentameter - David T. Freeman and Gregory Taylor,,,,9 years ago,https://www.youtube.com/watch?v=I5lsuyUNu_4
Why do buildings fall in earthquakes? - Vicki V. May,,,,9 years ago,https://www.youtube.com/watch?v=H4VQul_SmCg
Why the Arctic is climate change's canary in the coal mine - William Chapman,,,,9 years ago,https://www.youtube.com/watch?v=lrEM3LHvjI0
What triggers a chemical reaction? - Kareem Jarrah,,,,9 years ago,https://www.youtube.com/watch?v=8m6RtOpqvtU
Could a blind eye regenerate? - David Davila,,,,9 years ago,https://www.youtube.com/watch?v=gGeLxjgUNG4
"How will TED-Ed celebrate its 1,000,000th subscriber?",,,,9 years ago,https://www.youtube.com/watch?v=DSFVf2u4ngY
How spontaneous brain activity keeps you alive - Nathan S. Jacobs,,,,9 years ago,https://www.youtube.com/watch?v=Rbp0co9pCUg
How do vaccines work? - Kelwalin Dhanasarnsombut,,,,9 years ago,https://www.youtube.com/watch?v=rb7TVW77ZCs
The evolution of the human eye - Joshua Harvey,,,,9 years ago,https://www.youtube.com/watch?v=qrKZBh8BL_U
Einstein's miracle year - Larry Lagerstrom,,,,9 years ago,https://www.youtube.com/watch?v=91XI7M9l3no
The benefits of a good night's sleep - Shai Marcu,,,,9 years ago,https://www.youtube.com/watch?v=gedoSfZvBgE
What is a gift economy? - Alex Gendler,,,,9 years ago,https://www.youtube.com/watch?v=EaxjxICgahc
The Atlantic slave trade: What too few textbooks told you - Anthony Hazard,,,,9 years ago,https://www.youtube.com/watch?v=3NXC4Q_4JVg
The great conspiracy against Julius Caesar - Kathryn Tempest,,,,9 years ago,https://www.youtube.com/watch?v=wgPymD-NBQU
The truth about bats - Amy Wray,,,,9 years ago,https://www.youtube.com/watch?v=Z8wLQ3NCBgg
The pharaoh that wouldn't be forgotten - Kate Green,,,,9 years ago,https://www.youtube.com/watch?v=8bYRy_wZEJI
At what moment are you dead? - Randall Hayes,,,,9 years ago,https://www.youtube.com/watch?v=5c6C3rHOdf8
How to create cleaner coal - Emma Bryce,,,,9 years ago,https://www.youtube.com/watch?v=rO6S93FKIUM
"The 2,400-year search for the atom - Theresa Doud",,,,9 years ago,https://www.youtube.com/watch?v=xazQRcSCRaY
What we know (and don't know) about Ebola - Alex Gendler,,,,9 years ago,https://www.youtube.com/watch?v=UMMwgvLmN-M
The hidden worlds within natural history museums - Joshua Drew,,,,9 years ago,https://www.youtube.com/watch?v=B-vYGcl_nA8
What are those floaty things in your eye? - Michael Mauser,,,,9 years ago,https://www.youtube.com/watch?v=Y6e_m9iq-4Q
What does the liver do? - Emma Bryce,,,,9 years ago,https://www.youtube.com/watch?v=wbh3SjzydnQ
How do lungs work? - Emma Bryce,,,,9 years ago,https://www.youtube.com/watch?v=8NUxvJS-_0k
How does cancer spread through the body? - Ivan Seah Yu Jun,,,,9 years ago,https://www.youtube.com/watch?v=OcigJn8UJNQ
The mighty mathematics of the lever - Andy Peterson and Zack Patterson,,,,9 years ago,https://www.youtube.com/watch?v=YlYEi0PgG1g
The great brain debate - Ted Altschuler,,,,9 years ago,https://www.youtube.com/watch?v=pv6QHxkBFzY
Why elephants never forget - Alex Gendler,,,,9 years ago,https://www.youtube.com/watch?v=lSXNqsOoURg
How do scars form? - Sarthak Sinha,,,,9 years ago,https://www.youtube.com/watch?v=ucRMDdw82yw
How a wound heals itself - Sarthak Sinha,,,,9 years ago,https://www.youtube.com/watch?v=TLVwELDMDWs
Ideasthesia: How do ideas feel? - Danko Nikolić,,,,9 years ago,https://www.youtube.com/watch?v=GIF2tssedLI
How to understand power - Eric Liu,,,,9 years ago,https://www.youtube.com/watch?v=c_Eutci7ack
The language of lying — Noah Zandan,,,,9 years ago,https://www.youtube.com/watch?v=H0-WkpmTPrM
"The unexpected math behind Van Gogh's ""Starry Night"" - Natalya St. Clair",,,,9 years ago,https://www.youtube.com/watch?v=PMerSm2ToFY
Could comets be the source of life on Earth? - Justin Dowd,,,,9 years ago,https://www.youtube.com/watch?v=EnnPJXbKt0U
Is math discovered or invented? - Jeff Dekofsky,,,,9 years ago,https://www.youtube.com/watch?v=X_xR5Kes4Rs
Is our climate headed for a mathematical tipping point? - Victor J. Donnay,,,,9 years ago,https://www.youtube.com/watch?v=EoYSToa2Yfw
How do germs spread (and why do they make us sick)? - Yannay Khaikin and Nicole Mideo,,,,9 years ago,https://www.youtube.com/watch?v=yxonJTWhBJQ
A different way to visualize rhythm - John Varney,,,,9 years ago,https://www.youtube.com/watch?v=2UphAzryVpY
Einstein's brilliant mistake: Entangled states - Chad Orzel,,,,9 years ago,https://www.youtube.com/watch?v=DbbWx2COU0E
Schrödinger's cat: A thought experiment in quantum mechanics - Chad Orzel,,,,9 years ago,https://www.youtube.com/watch?v=UjaAxUO6-Uw
History vs. Christopher Columbus - Alex Gendler,,,,9 years ago,https://www.youtube.com/watch?v=GD3dgiDreGc
"Light seconds, light years, light centuries: How to measure extreme distances - Yuan-Sen Ting",,,,9 years ago,https://www.youtube.com/watch?v=Op3AYaJc0Xw
How do we study the stars? - Yuan-Sen Ting,,,,9 years ago,https://www.youtube.com/watch?v=i7930fj3T54
How do vitamins work? - Ginnie Trinh Nguyen,,,,9 years ago,https://www.youtube.com/watch?v=ISZLTJH5lYg
A brief history of melancholy - Courtney Stephens,,,,9 years ago,https://www.youtube.com/watch?v=8li-3pRrA5Y
Is telekinesis real? - Emma Bryce,,,,9 years ago,https://www.youtube.com/watch?v=Jq9D_HkQhAA
"If matter falls down, does antimatter fall up? - Chloé Malbrunot",,,,9 years ago,https://www.youtube.com/watch?v=46NanUtEIhk
Cloudy climate change: How clouds affect Earth's temperature - Jasper Kirkby,,,,9 years ago,https://www.youtube.com/watch?v=sDo7saKaEys
How cosmic rays help us understand the universe - Veronica Bindi,,,,9 years ago,https://www.youtube.com/watch?v=91801Y1lsCg
Where do genes come from? - Carl Zimmer,,,,9 years ago,https://www.youtube.com/watch?v=z9HIYjRRaDE
The history of tattoos - Addison Anderson,,,,9 years ago,https://www.youtube.com/watch?v=MYn15yDBvxM
What is the Heisenberg Uncertainty Principle? - Chad Orzel,,,,9 years ago,https://www.youtube.com/watch?v=TQKELOE9eY4
Particles and waves: The central mystery of quantum mechanics - Chad Orzel,,,,9 years ago,https://www.youtube.com/watch?v=Hk3fgjHNQ2Q
The chemistry of cold packs - John Pollard,,,,9 years ago,https://www.youtube.com/watch?v=hVh-bpAv4_E
Making a TED-Ed Lesson: Bringing a pop-up book to life,,,,9 years ago,https://www.youtube.com/watch?v=RZR_b753ZJ0
Why do we pass gas? - Purna Kashyap,,,,9 years ago,https://www.youtube.com/watch?v=GTvnjaUU6Xk
"Corruption, wealth and beauty: The history of the Venetian gondola - Laura Morelli",,,,9 years ago,https://www.youtube.com/watch?v=B5x5CnwQZD4
Why we love repetition in music - Elizabeth Hellmuth Margulis,,,,9 years ago,https://www.youtube.com/watch?v=1lo8EomDrwA
What did dogs teach humans about diabetes? - Duncan C. Ferguson,,,,9 years ago,https://www.youtube.com/watch?v=k_3hbrqLZ5U
What happens when you remove the hippocampus? - Sam Kean,,,,9 years ago,https://www.youtube.com/watch?v=KkaXNvzE4pk
Feedback loops: How nature gets its rhythms - Anje-Margriet Neutel,,,,9 years ago,https://www.youtube.com/watch?v=inVZoI1AkC8
What can Schrödinger's cat teach us about quantum mechanics? - Josh Samani,,,,9 years ago,https://www.youtube.com/watch?v=z1GCnycbMeA
How do tornadoes form? - James Spann,,,,9 years ago,https://www.youtube.com/watch?v=lmWh9jV_1ac
"The past, present and future of the bubonic plague - Sharon N. DeWitte",,,,9 years ago,https://www.youtube.com/watch?v=ySClB6-OH-Q
How do you know you exist? - James Zucker,,,,9 years ago,https://www.youtube.com/watch?v=LmxlcJFTaYU
How optical illusions trick your brain - Nathan S. Jacobs,,,,9 years ago,https://www.youtube.com/watch?v=rfdJyDfIHIc
The secret lives of baby fish - Amy McDermott,,,,9 years ago,https://www.youtube.com/watch?v=iCM6CawGBRk
What causes antibiotic resistance? - Kevin Wu,,,,9 years ago,https://www.youtube.com/watch?v=znnp-Ivj2ek
What's hidden among the tallest trees on Earth? - Wendell Oshiro,,,,9 years ago,https://www.youtube.com/watch?v=KMudRLPZidg
The nurdles' quest for ocean domination - Kim Preshoff,,,,9 years ago,https://www.youtube.com/watch?v=KpVpJsDjWj8
What light can teach us about the universe - Pete Edwards,,,,9 years ago,https://www.youtube.com/watch?v=HZ7hwUduMoU
The coelacanth: A living fossil of a fish - Erin Eastwood,,,,9 years ago,https://www.youtube.com/watch?v=ujKL1pUHDfo
The history of the barometer (and how it works) - Asaf Bar-Yosef,,,,9 years ago,https://www.youtube.com/watch?v=EkDhlzA-lwI
Under the hood: The chemistry of cars - Cynthia Chubbuck,,,,9 years ago,https://www.youtube.com/watch?v=e9vfMrjitXw
How playing an instrument benefits your brain - Anita Collins,,,,9 years ago,https://www.youtube.com/watch?v=R0JKCYZ8hng
What happens when you get heat stroke? - Douglas J. Casa,,,,9 years ago,https://www.youtube.com/watch?v=PpHM4DfPZQU
How quantum mechanics explains global warming - Lieven Scheire,,,,10 years ago,https://www.youtube.com/watch?v=-EJOO3xAjTk
The many meanings of Michelangelo's Statue of David - James Earle,,,,10 years ago,https://www.youtube.com/watch?v=o9Kum_Jijdk
It's a church. It's a mosque. It's Hagia Sophia. - Kelly Wall,,,,10 years ago,https://www.youtube.com/watch?v=KRPp3jzv1Tw
What makes tattoos permanent? - Claudia Aguirre,,,,10 years ago,https://www.youtube.com/watch?v=DMuBif1mJz0
